State,County,Poverty Estimate,Poverty Percent,No Service,Few Services,Restricted Services,Full Service
Alabama,Autauga,"6,242",11.2,0,0,0,0
Alabama,Baldwin,"20,189",8.9,0,2,0,0
Alabama,Barbour,"5,548",25.5,1,0,0,0
Alabama,Bibb,"3,549",17.8,0,1,0,0
Alabama,Blount,"7,525",13.1,1,0,0,0
Alabama,Bullock,"2,552",30.8,0,0,0,0
Alabama,Butler,"3,954",20.6,0,0,0,0
Alabama,Calhoun,"15,915",14.5,0,1,0,0
Alabama,Chambers,"5,266",16.3,0,1,0,0
Alabama,Cherokee,"3,827",14.7,0,0,0,0
Alabama,Chilton,"6,094",13.9,0,1,0,0
Alabama,Choctaw,"2,506",20.4,0,0,0,0
Alabama,Clarke,"4,471",19.5,0,1,0,0
Alabama,Clay,"1,818",14.2,0,0,0,0
Alabama,Cleburne,"2,099",14.2,0,0,0,0
Alabama,Coffee,"7,303",13.9,0,1,0,0
Alabama,Colbert,"7,864",14.4,0,0,0,0
Alabama,Conecuh,"2,701",22.9,0,0,0,0
Alabama,Coosa,"1,808",17.4,0,0,0,0
Alabama,Covington,"6,219",17.1,0,1,0,0
Alabama,Crenshaw,"2,262",16.8,0,0,0,0
Alabama,Cullman,"10,381",12.5,0,1,0,0
Alabama,Dale,"7,440",15.5,1,1,0,0
Alabama,Dallas,"9,471",26.7,0,1,0,0
Alabama,DeKalb,"10,778",15.2,0,1,0,0
Alabama,Elmore,"8,972",11.5,0,2,0,0
Alabama,Escambia,"6,892",20.4,0,1,0,0
Alabama,Etowah,"15,650",15.6,0,1,0,0
Alabama,Fayette,"2,640",16.5,1,0,0,0
Alabama,Franklin,"5,357",17.2,0,0,0,0
Alabama,Geneva,"5,492",21,0,0,0,0
Alabama,Greene,"2,210",27.9,0,0,0,0
Alabama,Hale,"3,166",21.9,0,0,0,0
Alabama,Henry,"2,743",16.2,0,0,0,0
Alabama,Houston,"15,534",14.8,0,0,0,0
Alabama,Jackson,"7,777",15.3,0,1,0,0
Alabama,Jefferson,"92,310",14.4,0,6,1,0
Alabama,Lamar,"2,348",17.4,0,0,0,0
Alabama,Lauderdale,"12,630",13.9,0,1,0,0
Alabama,Lawrence,"5,005",15.4,0,0,0,0
Alabama,Lee,"28,901",17.9,0,1,0,0
Alabama,Limestone,"10,285",10.4,0,1,0,0
Alabama,Lowndes,"2,083",21.9,0,0,0,0
Alabama,Macon,"4,543",27.9,0,0,0,0
Alabama,Madison,"39,100",10.5,0,1,1,0
Alabama,Marengo,"3,370",18.3,1,0,0,0
Alabama,Marion,"4,843",16.8,0,0,0,0
Alabama,Marshall,"14,754",15.4,0,2,0,0
Alabama,Mobile,"71,398",17.6,1,2,1,0
Alabama,Monroe,"4,552",22.5,0,0,0,0
Alabama,Montgomery,"44,058",20.4,0,2,1,0
Alabama,Morgan,"16,995",14.4,0,0,0,0
Alabama,Perry,"2,443",30.7,0,0,0,0
Alabama,Pickens,"4,050",22.7,0,0,0,0
Alabama,Pike,"6,101",19.7,0,0,0,0
Alabama,Randolph,"3,933",17.5,0,0,0,0
Alabama,Russell,"11,702",20.3,0,0,0,0
Alabama,Shelby,"15,227",7,0,2,0,0
Alabama,St. Clair,"9,384",10.5,0,2,0,0
Alabama,Sumter,"3,338",29.2,0,0,0,0
Alabama,Talladega,"12,958",16.9,0,1,0,0
Alabama,Tallapoosa,"6,004",15.2,2,0,0,0
Alabama,Tuscaloosa,"28,776",14.4,0,1,1,0
Alabama,Walker,"10,219",16.4,0,1,0,0
Alabama,Washington,"2,769",17.5,0,0,0,0
Alabama,Wilcox,"2,240",22.2,0,0,0,0
Alabama,Winston,"4,036",17.4,0,0,0,0
Alaska,Aleutians East Borough,514,15.1,0,0,0,0
Alaska,Aleutians West Census Area,443,8.1,0,0,0,0
Alaska,Anchorage Borough,"23,200",8.3,0,0,0,0
Alaska,Bethel Census Area,"4,567",25.3,0,0,0,0
Alaska,Bristol Bay Borough,82,10.7,0,0,0,0
Alaska,Chugach Census Area,441,7,0,0,0,0
Alaska,Copper River Census Area,368,12.7,0,0,0,0
Alaska,Denali Borough,127,6.4,0,0,0,0
Alaska,Dillingham Census Area,894,18.7,0,0,0,0
Alaska,Fairbanks North Star Borough,"6,565",7.2,0,0,0,0
Alaska,Haines Borough,251,9.6,0,0,0,0
Alaska,Hoonah-Angoon Census Area,271,12.7,0,0,0,0
Alaska,Juneau Borough,"2,510",8.1,0,0,0,0
Alaska,Kenai Peninsula Borough,"6,171",10.6,0,0,0,0
Alaska,Ketchikan Gateway Borough,"1,127",8.3,0,0,0,0
Alaska,Kodiak Island Borough,957,7.5,0,0,0,0
Alaska,Kusilvak Census Area,"2,305",27.9,0,0,0,0
Alaska,Lake and Peninsula Borough,261,17.6,0,0,0,0
Alaska,Matanuska-Susitna Borough,"9,365",8.7,0,0,0,0
Alaska,Nome Census Area,"1,825",18.8,0,0,0,0
Alaska,North Slope Borough,"1,025",11.1,0,0,0,0
Alaska,Northwest Arctic Borough,"1,397",18.5,0,0,0,0
Alaska,Petersburg Borough,242,7.4,0,0,0,0
Alaska,Prince of Wales-Hyder Census Area,975,15.9,0,0,0,0
Alaska,Sitka Borough,609,7.4,0,0,0,0
Alaska,Skagway Municipality,45,3.8,0,0,0,0
Alaska,Southeast Fairbanks Census Area,805,11.7,0,0,0,0
Alaska,Wrangell City and Borough,264,10.6,0,0,0,0
Alaska,Yakutat Borough,79,12.4,0,0,0,0
Alaska,Yukon-Koyukuk Census Area,"1,029",20.5,0,0,0,0
Arizona,Apache,"22,939",32.4,0,1,0,0
Arizona,Cochise,"17,815",14.6,0,1,0,0
Arizona,Coconino,"22,540",17.2,0,1,1,0
Arizona,Gila,"8,911",16.7,1,0,0,0
Arizona,Graham,"5,523",15.2,0,0,0,0
Arizona,Greenlee,776,8.4,0,0,0,0
Arizona,La Paz,"4,405",20.8,1,0,0,0
Arizona,Maricopa,"520,797",11.6,8,11,5,0
Arizona,Mohave,"32,550",15.3,1,1,0,0
Arizona,Navajo,"25,532",23.3,0,3,0,0
Arizona,Pima,"154,790",14.9,1,7,1,0
Arizona,Pinal,"50,810",11.1,4,0,0,0
Arizona,Santa Cruz,"7,810",16.8,0,0,0,0
Arizona,Yavapai,"25,610",10.8,3,2,0,0
Arizona,Yuma,"31,745",15.2,0,1,0,0
Arkansas,Arkansas,"2,940",17.2,0,1,0,0
Arkansas,Ashley,"3,279",17.1,0,0,0,0
Arkansas,Baxter,"6,013",14.4,0,1,0,0
Arkansas,Benton,"25,970",9.1,0,2,0,0
Arkansas,Boone,"5,255",14.1,0,1,0,0
Arkansas,Bradley,"2,156",20.6,1,0,0,0
Arkansas,Calhoun,798,16.2,0,0,0,0
Arkansas,Carroll,"3,935",14.1,1,0,0,0
Arkansas,Chicot,"2,467",26.8,0,0,0,0
Arkansas,Clark,"3,830",20.1,0,1,0,0
Arkansas,Clay,"2,577",18.1,0,0,0,0
Arkansas,Cleburne,"3,563",14.5,0,0,0,0
Arkansas,Cleveland,"1,086",13.8,0,0,0,0
Arkansas,Columbia,"3,857",18.3,0,1,0,0
Arkansas,Conway,"3,273",15.8,0,1,0,0
Arkansas,Craighead,"18,130",16.8,0,1,0,0
Arkansas,Crawford,"9,012",14.4,0,0,0,0
Arkansas,Crittenden,"10,671",22.9,0,1,0,0
Arkansas,Cross,"3,357",21.2,0,0,0,0
Arkansas,Dallas,"1,244",19.5,1,0,0,0
Arkansas,Desha,"2,507",22.8,0,0,0,0
Arkansas,Drew,"3,152",18.4,1,0,0,0
Arkansas,Faulkner,"14,653",12,0,1,0,0
Arkansas,Franklin,"2,692",15.3,0,0,0,0
Arkansas,Fulton,"2,077",17,0,0,0,0
Arkansas,Garland,"15,359",15.7,0,1,0,0
Arkansas,Grant,"1,809",9.9,0,0,0,0
Arkansas,Greene,"7,696",17.1,0,1,0,0
Arkansas,Hempstead,"3,914",18.7,0,0,0,0
Arkansas,Hot Spring,"4,709",14.9,0,1,0,0
Arkansas,Howard,"2,150",16.7,0,0,0,0
Arkansas,Independence,"5,499",15,0,1,0,0
Arkansas,Izard,"2,539",20.1,0,0,0,0
Arkansas,Jackson,"3,344",23.1,1,0,0,0
Arkansas,Jefferson,"11,303",18.9,0,1,0,0
Arkansas,Johnson,"4,465",17.3,0,1,0,0
Arkansas,Lafayette,"1,289",19.8,0,0,0,0
Arkansas,Lawrence,"3,006",19.2,0,0,0,0
Arkansas,Lee,"2,527",36.8,0,0,0,0
Arkansas,Lincoln,"2,223",23.6,0,0,0,0
Arkansas,Little River,"1,943",16.2,0,0,0,0
Arkansas,Logan,"3,308",15.8,0,0,0,0
Arkansas,Lonoke,"7,974",10.9,0,2,0,0
Arkansas,Madison,"2,797",16.9,0,0,0,0
Arkansas,Marion,"3,165",19.1,0,0,0,0
Arkansas,Miller,"8,050",19.2,0,0,0,0
Arkansas,Mississippi,"8,235",21,1,0,0,0
Arkansas,Monroe,"1,543",23.8,0,0,0,0
Arkansas,Montgomery,"1,666",18.8,0,0,0,0
Arkansas,Nevada,"1,512",19.1,0,0,0,0
Arkansas,Newton,"1,406",18.7,0,0,0,0
Arkansas,Ouachita,"4,669",20.5,0,1,0,0
Arkansas,Perry,"1,506",14.7,0,1,0,0
Arkansas,Phillips,"3,767",22.1,0,0,0,0
Arkansas,Pike,"1,932",18.6,0,0,0,0
Arkansas,Poinsett,"4,857",21.2,0,0,0,0
Arkansas,Polk,"3,538",18.1,1,0,0,0
Arkansas,Pope,"8,552",14.1,0,1,0,0
Arkansas,Prairie,"1,137",14.5,0,0,0,0
Arkansas,Pulaski,"59,031",15.3,1,2,2,0
Arkansas,Randolph,"2,912",16.3,0,0,0,0
Arkansas,Saline,"10,057",8.2,0,1,0,0
Arkansas,Scott,"1,756",17.5,0,0,0,0
Arkansas,Searcy,"1,732",22.3,0,0,0,0
Arkansas,Sebastian,"21,137",16.8,1,1,0,0
Arkansas,Sevier,"2,755",16.7,0,0,0,0
Arkansas,Sharp,"3,110",18.1,0,1,0,0
Arkansas,St. Francis,"6,199",30.1,0,0,0,0
Arkansas,Stone,"2,513",20.1,0,0,0,0
Arkansas,Union,"6,381",16.9,0,1,0,0
Arkansas,Van Buren,"2,674",16.4,0,0,0,0
Arkansas,Washington,"30,994",13.2,0,1,1,0
Arkansas,White,"11,176",14.8,0,2,0,0
Arkansas,Woodruff,"1,386",22.6,0,0,0,0
Arkansas,Yell,"2,971",14.3,0,0,0,0
California,Alameda,"139,636",8.6,2,2,0,5
California,Alpine,159,14.3,0,0,0,0
California,Amador,"3,678",10.3,1,0,0,0
California,Butte,"35,963",17.3,1,1,0,2
California,Calaveras,"5,310",11.6,1,0,0,0
California,Colusa,"2,200",10.3,0,0,0,0
California,Contra Costa,"82,136",7.2,2,1,0,8
California,Del Norte,"4,604",18.5,1,0,0,0
California,El Dorado,"15,992",8.4,1,0,0,0
California,Fresno,"168,153",17.1,0,2,0,3
California,Glenn,"3,470",12.4,0,0,0,0
California,Humboldt,"20,847",15.8,1,1,0,1
California,Imperial,"31,134",18.1,1,0,0,1
California,Inyo,"1,940",10.9,0,0,0,0
California,Kern,"159,609",18.3,2,3,0,1
California,Kings,"19,874",14.5,1,0,0,0
California,Lake,"10,131",15.9,0,0,0,1
California,Lassen,"3,555",15.5,1,0,0,0
California,Los Angeles,"1,289,368",13.2,7,16,0,32
California,Madera,"21,211",14.1,3,0,0,1
California,Marin,"15,119",6,0,1,0,1
California,Mariposa,"2,258",13.3,1,0,0,0
California,Mendocino,"12,099",14.3,0,1,0,1
California,Merced,"44,302",16.3,0,1,0,0
California,Modoc,"1,529",17.9,0,0,0,0
California,Mono,"1,285",9,0,0,0,0
California,Monterey,"47,870",11.6,0,2,0,2
California,Napa,"10,356",7.9,1,0,0,1
California,Nevada,"9,040",9.2,0,1,0,1
California,Orange,"280,128",9,1,6,0,7
California,Placer,"25,815",6.5,0,1,0,1
California,Plumas,"2,509",13.5,0,0,0,0
California,Riverside,"275,176",11.2,2,8,0,6
California,Sacramento,"192,386",12.5,0,2,0,4
California,San Benito,"5,025",7.9,0,1,0,0
California,San Bernardino,"308,021",14.3,3,3,0,3
California,San Diego,"306,807",9.5,3,13,0,12
California,San Francisco,"85,356",10,0,1,0,2
California,San Joaquin,"104,295",13.9,1,4,0,2
California,San Luis Obispo,"28,338",10.6,1,1,0,1
California,San Mateo,"41,158",5.5,0,1,0,2
California,Santa Barbara,"44,777",10.5,1,3,0,2
California,Santa Clara,"123,516",6.6,2,4,0,5
California,Santa Cruz,"27,524",10.7,1,3,0,2
California,Shasta,"24,570",13.9,1,1,0,2
California,Sierra,331,11.5,0,0,0,0
California,Siskiyou,"6,086",14.3,1,0,0,0
California,Solano,"40,283",9.3,0,1,0,3
California,Sonoma,"37,609",7.8,1,1,0,1
California,Stanislaus,"70,568",13,0,2,0,2
California,Sutter,"10,984",11.5,0,1,0,1
California,Tehama,"8,467",13.3,1,0,0,0
California,Trinity,"2,162",18,0,0,0,0
California,Tulare,"79,348",17.1,2,1,0,0
California,Tuolumne,"6,158",12.1,0,1,0,0
California,Ventura,"75,060",9.1,1,4,0,3
California,Yolo,"31,066",14.8,1,0,0,1
California,Yuba,"12,816",16.3,0,0,0,0
Colorado,Adams,"48,180",9.4,0,1,0,0
Colorado,Alamosa,"2,563",16.7,0,1,0,1
Colorado,Arapahoe,"45,760",7,1,2,0,3
Colorado,Archuleta,"1,319",9.4,0,1,0,0
Colorado,Baca,585,16.9,0,0,0,0
Colorado,Bent,"1,033",26.6,0,1,0,0
Colorado,Boulder,"30,205",9.5,0,3,0,3
Colorado,Broomfield,"2,983",4.2,0,0,0,0
Colorado,Chaffee,"1,844",9.6,0,2,0,0
Colorado,Cheyenne,214,12.3,0,0,0,0
Colorado,Clear Creek,695,7.3,0,0,0,0
Colorado,Conejos,"1,422",17.6,0,0,0,0
Colorado,Costilla,854,21.8,0,0,0,0
Colorado,Crowley,"1,118",37.2,0,0,0,0
Colorado,Custer,611,12.2,0,1,0,0
Colorado,Delta,"3,690",12.1,1,0,0,0
Colorado,Denver,"89,598",12.4,2,2,0,2
Colorado,Dolores,262,12.5,0,0,0,0
Colorado,Douglas,"10,942",3,0,1,0,0
Colorado,Eagle,"3,517",6.4,0,0,0,0
Colorado,El Paso,"64,656",9.1,0,3,0,1
Colorado,Elbert,"1,304",4.8,0,0,0,0
Colorado,Fremont,"6,083",15.2,1,0,0,0
Colorado,Garfield,"3,965",6.7,0,0,0,1
Colorado,Gilpin,408,6.6,0,0,0,0
Colorado,Grand,"1,071",6.8,0,1,0,0
Colorado,Gunnison,"1,595",9.6,1,0,0,0
Colorado,Hinsdale,58,7.2,0,0,0,0
Colorado,Huerfano,"1,337",19.9,0,0,0,0
Colorado,Jackson,161,11.6,0,0,0,0
Colorado,Jefferson,"34,963",6.1,0,2,0,0
Colorado,Kiowa,173,12,0,0,0,0
Colorado,Kit Carson,764,10.8,0,0,0,0
Colorado,La Plata,"5,447",10,1,1,0,1
Colorado,Lake,831,10.6,0,0,0,0
Colorado,Larimer,"34,579",9.9,1,2,0,1
Colorado,Las Animas,"2,245",16.4,1,0,0,0
Colorado,Lincoln,727,15.6,0,0,0,0
Colorado,Logan,"2,420",13.1,1,0,0,0
Colorado,Mesa,"16,752",11.1,2,0,0,0
Colorado,Mineral,67,8.7,0,0,0,0
Colorado,Moffat,"1,290",9.9,1,0,0,0
Colorado,Montezuma,"3,374",12.9,1,0,0,0
Colorado,Montrose,"4,477",10.4,0,1,0,0
Colorado,Morgan,"2,969",10.5,0,1,0,0
Colorado,Otero,"3,116",17.6,0,1,0,0
Colorado,Ouray,333,6.7,0,0,0,0
Colorado,Park,"1,476",7.8,0,0,0,0
Colorado,Phillips,440,10.2,1,0,0,0
Colorado,Pitkin,"1,136",6.4,0,0,0,0
Colorado,Prowers,"1,910",16.2,1,0,0,0
Colorado,Pueblo,"23,367",14.1,0,0,0,0
Colorado,Rio Blanco,597,9.8,0,0,0,0
Colorado,Rio Grande,"1,475",13.3,0,0,0,0
Colorado,Routt,"1,595",6.3,0,1,0,1
Colorado,Saguache,"1,284",18.6,0,0,0,0
Colorado,San Juan,84,11.3,0,0,0,0
Colorado,San Miguel,611,7.6,0,0,0,0
Colorado,Sedgwick,294,13.2,0,0,0,0
Colorado,Summit,"1,866",6.1,0,1,0,0
Colorado,Teller,"1,856",7.3,0,2,0,0
Colorado,Washington,551,11.8,0,0,0,0
Colorado,Weld,"29,123",8.9,0,2,0,1
Colorado,Yuma,"1,124",11.5,1,0,0,0
Connecticut,Fairfield,"81,309",8.8,2,3,0,3
Connecticut,Hartford,"92,518",10.7,1,0,0,6
Connecticut,Litchfield,"13,160",7.4,0,1,0,1
Connecticut,Middlesex,"12,020",7.7,1,1,0,1
Connecticut,New Haven,"92,869",11.2,4,1,0,3
Connecticut,New London,"20,478",8,2,2,0,2
Connecticut,Tolland,"9,362",6.9,0,0,0,0
Connecticut,Windham,"11,719",10.4,1,0,0,2
Delaware,Kent,"23,168",13,0,1,0,1
Delaware,New Castle,"55,026",10.1,0,3,0,1
Delaware,Sussex,"26,206",11,0,1,0,0
District of Columbia,District of Columbia,"101,959",15,0,0,0,0
Florida,Alachua,"44,315",17.2,0,3,0,2
Florida,Baker,"3,416",12.8,0,2,0,0
Florida,Bay,"20,719",12.4,1,1,0,0
Florida,Bradford,"4,242",17.5,0,1,0,0
Florida,Brevard,"59,282",9.9,1,2,0,0
Florida,Broward,"214,119",11,0,6,0,4
Florida,Calhoun,"2,512",20.3,0,0,0,0
Florida,Charlotte,"18,781",9.8,0,2,0,1
Florida,Citrus,"18,933",12.6,0,3,0,0
Florida,Clay,"19,482",8.9,0,3,0,0
Florida,Collier,"39,254",10.1,0,4,0,1
Florida,Columbia,"10,444",15.6,0,1,0,0
Florida,DeSoto,"7,387",20.8,0,0,0,0
Florida,Dixie,"3,538",23.2,0,0,0,0
Florida,Duval,"143,438",15.2,1,9,0,3
Florida,Escambia,"41,047",13.5,1,0,0,1
Florida,Flagler,"11,058",9.4,0,1,0,0
Florida,Franklin,"1,998",19.1,0,0,0,0
Florida,Gadsden,"9,356",21.9,0,1,0,0
Florida,Gilchrist,"2,555",14.5,0,0,0,0
Florida,Glades,"2,302",18.1,0,0,0,0
Florida,Gulf,"1,977",15.1,0,0,0,0
Florida,Hamilton,"2,846",24.2,0,1,0,0
Florida,Hardee,"5,373",21.2,1,0,0,0
Florida,Hendry,"9,651",22.9,0,0,0,0
Florida,Hernando,"24,571",12.5,0,2,0,0
Florida,Highlands,"16,905",16.1,3,0,0,0
Florida,Hillsborough,"175,650",11.9,1,8,0,5
Florida,Holmes,"3,651",20.5,0,1,0,0
Florida,Indian River,"13,959",8.7,0,2,0,0
Florida,Jackson,"7,738",19.5,0,1,0,0
Florida,Jefferson,"2,281",17.2,0,0,0,0
Florida,Lafayette,"1,494",20.7,0,0,0,0
Florida,Lake,"34,282",9.2,2,1,0,0
Florida,Lee,"81,863",10.5,0,3,0,4
Florida,Leon,"49,598",17.6,0,3,0,1
Florida,Levy,"7,055",16.9,2,0,0,0
Florida,Liberty,"1,342",21.2,0,0,0,0
Florida,Madison,"3,969",23.8,0,0,0,0
Florida,Manatee,"44,512",10.9,0,2,0,0
Florida,Marion,"55,608",15.3,2,1,0,1
Florida,Martin,"17,627",11.1,0,1,0,1
Florida,Miami-Dade,"399,797",15,0,9,0,7
Florida,Monroe,"7,404",10.2,0,0,0,0
Florida,Nassau,"7,348",8.1,0,1,0,0
Florida,Okaloosa,"19,813",9.6,1,1,0,0
Florida,Okeechobee,"6,933",17.7,0,1,0,0
Florida,Orange,"174,206",12.7,1,6,0,4
Florida,Osceola,"45,150",11.8,0,2,0,1
Florida,Palm Beach,"178,480",12,1,5,0,3
Florida,Pasco,"64,340",11.4,0,4,0,0
Florida,Pinellas,"106,309",11.1,3,5,0,4
Florida,Polk,"104,836",14.4,0,7,0,1
Florida,Putnam,"17,792",24.3,0,1,0,0
Florida,Santa Rosa,"17,152",9.4,0,2,0,0
Florida,Sarasota,"37,949",8.7,1,4,0,2
Florida,Seminole,"37,499",8,0,1,0,1
Florida,St. Johns,"22,314",8.1,0,2,0,0
Florida,St. Lucie,"45,996",13.8,0,3,0,1
Florida,Sumter,"16,128",12.3,0,0,0,0
Florida,Suwannee,"7,489",17.7,0,0,0,0
Florida,Taylor,"3,680",19.3,0,0,0,0
Florida,Union,"2,139",20.7,0,0,0,0
Florida,Volusia,"63,322",11.6,0,5,0,0
Florida,Wakulla,"3,204",10.3,0,1,0,0
Florida,Walton,"8,470",11.4,0,0,0,0
Florida,Washington,"4,763",20.4,0,0,0,0
Georgia,Appling,"3,550",19.9,0,0,0,0
Georgia,Atkinson,"1,801",21.6,0,0,0,0
Georgia,Bacon,"2,261",21.1,0,0,0,0
Georgia,Baker,701,23.7,0,0,0,0
Georgia,Baldwin,"8,910",22.6,0,0,0,0
Georgia,Banks,"2,245",11.6,0,0,0,0
Georgia,Barrow,"8,629",10.1,0,0,0,0
Georgia,Bartow,"10,991",10.2,0,0,0,0
Georgia,Ben Hill,"3,636",22.3,0,0,0,0
Georgia,Berrien,"3,610",18.9,0,0,0,0
Georgia,Bibb,"40,946",28,0,0,0,0
Georgia,Bleckley,"2,134",18.5,0,0,0,0
Georgia,Brantley,"3,386",17.8,0,0,0,0
Georgia,Brooks,"3,140",20.6,0,0,0,0
Georgia,Bryan,"3,249",8,0,0,0,0
Georgia,Bulloch,"15,342",20.7,0,0,0,0
Georgia,Burke,"4,455",20,0,0,0,0
Georgia,Butts,"4,651",20.8,0,0,0,0
Georgia,Calhoun,"1,555",34.4,0,0,0,0
Georgia,Camden,"5,021",9.4,0,0,0,0
Georgia,Candler,"2,143",20.1,0,0,0,0
Georgia,Carroll,"19,693",16.8,0,0,0,0
Georgia,Catoosa,"6,796",10.1,0,0,0,0
Georgia,Charlton,"2,781",25.5,0,0,0,0
Georgia,Chatham,"43,011",15.6,0,0,0,0
Georgia,Chattahoochee,"1,222",15.6,0,0,0,0
Georgia,Chattooga,"4,431",18.8,0,0,0,0
Georgia,Cherokee,"17,630",6.7,0,0,0,0
Georgia,Clarke,"28,845",24.6,0,0,0,0
Georgia,Clay,675,24.1,0,0,0,0
Georgia,Clayton,"48,136",16.8,0,0,0,0
Georgia,Clinch,"1,326",20.4,0,0,0,0
Georgia,Cobb,"69,097",9.2,0,0,0,0
Georgia,Coffee,"9,184",23.1,0,0,0,0
Georgia,Colquitt,"9,078",20.4,0,0,0,0
Georgia,Columbia,"10,629",6.7,0,0,0,0
Georgia,Cook,"3,340",19.5,0,0,0,0
Georgia,Coweta,"12,862",8.6,0,0,0,0
Georgia,Crawford,"1,941",16.1,0,0,0,0
Georgia,Crisp,"5,282",24.5,0,0,0,0
Georgia,Dade,"1,954",13,0,0,0,0
Georgia,Dawson,"2,332",8.7,0,0,0,0
Georgia,Decatur,"6,495",25.6,0,0,0,0
Georgia,DeKalb,"118,345",15.8,0,0,0,0
Georgia,Dodge,"3,980",21.4,0,0,0,0
Georgia,Dooly,"3,040",27,0,0,0,0
Georgia,Dougherty,"22,686",27.4,0,0,0,0
Georgia,Douglas,"16,770",11.5,0,0,0,0
Georgia,Early,"2,371",24,0,0,0,0
Georgia,Echols,821,20.6,0,0,0,0
Georgia,Effingham,"5,293",8.1,0,0,0,0
Georgia,Elbert,"4,528",23.8,0,0,0,0
Georgia,Emanuel,"5,584",26.4,0,0,0,0
Georgia,Evans,"2,002",19.6,0,0,0,0
Georgia,Fannin,"4,111",15.6,0,0,0,0
Georgia,Fayette,"6,079",5.3,0,0,0,0
Georgia,Floyd,"17,472",18.4,0,0,0,0
Georgia,Forsyth,"12,669",5.1,0,0,0,0
Georgia,Franklin,"3,708",16.3,0,0,0,0
Georgia,Fulton,"136,220",13,0,0,0,0
Georgia,Gilmer,"4,437",14,0,0,0,0
Georgia,Glascock,447,15.5,0,0,0,0
Georgia,Glynn,"13,107",15.5,0,0,0,0
Georgia,Gordon,"6,829",11.8,0,0,0,0
Georgia,Grady,"4,527",18.7,0,0,0,0
Georgia,Greene,"2,849",15.3,0,0,0,0
Georgia,Gwinnett,"97,747",10.4,0,0,0,0
Georgia,Habersham,"5,963",13.7,0,0,0,0
Georgia,Hall,"25,886",12.7,0,0,0,0
Georgia,Hancock,"2,202",30.7,0,0,0,0
Georgia,Haralson,"4,633",15.5,0,0,0,0
Georgia,Harris,"3,195",9,0,0,0,0
Georgia,Hart,"3,711",14.4,0,0,0,0
Georgia,Heard,"1,938",16.4,0,0,0,0
Georgia,Henry,"20,755",8.7,0,0,0,0
Georgia,Houston,"17,041",10.8,0,0,0,0
Georgia,Irwin,"1,720",20.9,0,0,0,0
Georgia,Jackson,"6,883",9.1,0,0,0,0
Georgia,Jasper,"2,015",14,0,0,0,0
Georgia,Jeff Davis,"3,003",20,0,0,0,0
Georgia,Jefferson,"3,101",21.1,0,0,0,0
Georgia,Jenkins,"2,111",28,0,0,0,0
Georgia,Johnson,"2,059",25.9,0,0,0,0
Georgia,Jones,"3,285",11.6,0,0,0,0
Georgia,Lamar,"2,504",13.8,0,0,0,0
Georgia,Lanier,"2,046",19.6,0,0,0,0
Georgia,Laurens,"9,611",20.7,0,0,0,0
Georgia,Lee,"2,947",10.1,0,0,0,0
Georgia,Liberty,"8,886",14.7,0,0,0,0
Georgia,Lincoln,"1,310",16.5,0,0,0,0
Georgia,Long,"3,303",16.7,0,0,0,0
Georgia,Lowndes,"22,695",20.3,0,0,0,0
Georgia,Lumpkin,"3,896",12.5,0,0,0,0
Georgia,Macon,"3,362",31.1,0,0,0,0
Georgia,Madison,"4,366",14.5,0,0,0,0
Georgia,Marion,"1,736",20.6,0,0,0,0
Georgia,McDuffie,"3,490",16.7,0,0,0,0
Georgia,McIntosh,"2,847",19.9,0,0,0,0
Georgia,Meriwether,"4,617",22.1,0,0,0,0
Georgia,Miller,"1,091",19.8,0,0,0,0
Georgia,Mitchell,"7,426",38.2,0,0,0,0
Georgia,Monroe,"3,447",12.8,0,0,0,0
Georgia,Montgomery,"1,577",19.3,0,0,0,0
Georgia,Morgan,"2,251",11.6,0,0,0,0
Georgia,Murray,"6,319",15.9,0,0,0,0
Georgia,Muscogee,"40,029",21.1,0,0,0,0
Georgia,Newton,"15,997",14.4,0,0,0,0
Georgia,Oconee,"2,468",6,0,0,0,0
Georgia,Oglethorpe,"2,022",13.4,0,0,0,0
Georgia,Paulding,"12,612",7.3,0,0,0,0
Georgia,Peach,"5,114",19.2,0,0,0,0
Georgia,Pickens,"3,423",10.5,0,0,0,0
Georgia,Pierce,"3,196",16.5,0,0,0,0
Georgia,Pike,"1,902",10.1,0,0,0,0
Georgia,Polk,"6,912",16.3,0,0,0,0
Georgia,Pulaski,"2,027",20.4,0,0,0,0
Georgia,Putnam,"3,648",16.3,0,0,0,0
Georgia,Quitman,523,23.1,0,0,0,0
Georgia,Rabun,"2,341",13.8,0,0,0,0
Georgia,Randolph,"1,749",27.4,0,0,0,0
Georgia,Richmond,"48,382",25.5,0,0,0,0
Georgia,Rockdale,"11,464",12.7,0,0,0,0
Georgia,Schley,779,15,0,0,0,0
Georgia,Screven,"2,793",20.7,0,0,0,0
Georgia,Seminole,"1,832",22.9,0,0,0,0
Georgia,Spalding,"11,835",17.9,0,0,0,0
Georgia,Stephens,"4,297",16.9,0,0,0,0
Georgia,Stewart,"1,561",31.3,0,0,0,0
Georgia,Sumter,"6,726",24.3,0,0,0,0
Georgia,Talbot,"1,274",20.8,0,0,0,0
Georgia,Taliaferro,362,23.2,0,0,0,0
Georgia,Tattnall,"4,330",20.7,0,0,0,0
Georgia,Taylor,"1,831",23.2,0,0,0,0
Georgia,Telfair,"3,774",29.9,0,0,0,0
